order_id,order_date,store,sku,qty,price,unit_cost,revenue,cogs
402,2024-01-20,A,SKU012,3,30.57,19.63,91.71000000000001,58.89
403,2024-01-29,A,SKU005,3,32.88,17.03,98.64000000000001,51.09
404,2024-03-08,C,SKU014,3,48.82,10.7,146.46,32.099999999999994
405,2024-05-30,D,SKU008,3,20.26,35.81,60.78,107.43
406,2024-01-31,C,SKU017,1,28.35,26.91,28.35,26.91
407,2024-05-05,D,SKU006,3,59.94,26.67,179.82,80.01
408,2024-04-14,B,SKU001,3,52.13,31.49,156.39000000000001,94.47
409,2024-04-16,C,SKU003,3,35.86,16.0,107.58,48.0
410,2024-04-29,B,SKU013,4,9.29,6.58,37.16,26.32
411,2024-04-30,D,SKU002,2,43.74,39.32,87.48,78.64
412,2024-04-07,C,SKU014,2,48.82,10.7,97.64,21.4
413,2024-03-15,D,SKU008,2,20.26,35.81,40.52,71.62
414,2024-03-10,C,SKU003,4,35.86,16.0,143.44,64.0
415,2024-02-11,B,SKU020,2,35.26,29.66,70.52,59.32
416,2024-02-17,A,SKU004,1,9.51,22.82,9.51,22.82
417,2024-06-17,D,SKU019,2,22.64,13.84,45.28,27.68
418,2024-05-03,B,SKU015,1,55.73,12.26,55.73,12.26
419,2024-04-29,C,SKU003,3,35.86,16.0,107.58,48.0
420,2024-02-02,A,SKU008,2,20.26,35.81,40.52,71.62
421,2024-06-28,C,SKU002,3,43.74,39.32,131.22,117.96000000000001
422,2024-06-18,D,SKU015,3,55.73,12.26,167.19,36.78
423,2024-04-08,C,SKU001,4,52.13,31.49,208.52,125.96
424,2024-04-01,B,SKU020,2,35.26,29.66,70.52,59.32
425,2024-03-11,D,SKU019,4,22.64,13.84,90.56,55.36
426,2024-04-07,D,SKU015,2,55.73,12.26,111.46,24.52
427,2024-03-25,A,SKU012,1,30.57,19.63,30.57,19.63
428,2024-06-04,B,SKU012,1,30.57,19.63,30.57,19.63
429,2024-02-18,B,SKU012,3,30.57,19.63,91.71000000000001,58.89
430,2024-01-22,A,SKU002,2,43.74,39.32,87.48,78.64
431,2024-06-13,B,SKU005,4,32.88,17.03,131.52,68.12
432,2024-06-16,D,SKU017,1,28.35,26.91,28.35,26.91
433,2024-02-20,B,SKU003,2,35.86,16.0,71.72,32.0
434,2024-06-11,D,SKU015,1,55.73,12.26,55.73,12.26
435,2024-04-12,C,SKU003,2,35.86,16.0,71.72,32.0
436,2024-03-09,C,SKU005,4,32.88,17.03,131.52,68.12
437,2024-04-04,A,SKU017,3,28.35,26.91,85.05000000000001,80.73
438,2024-01-31,A,SKU017,4,28.35,26.91,113.4,107.64
439,2024-02-05,D,SKU014,3,48.82,10.7,146.46,32.099999999999994
440,2024-05-25,A,SKU017,4,28.35,26.91,113.4,107.64
441,2024-01-16,D,SKU006,1,59.94,26.67,59.94,26.67
442,2024-01-09,C,SKU017,2,28.35,26.91,56.7,53.82
443,2024-04-22,D,SKU019,2,22.64,13.84,45.28,27.68
444,2024-05-16,C,SKU008,3,20.26,35.81,60.78,107.43
445,2024-05-23,A,SKU008,4,20.26,35.81,81.04,143.24
446,2024-05-12,B,SKU015,4,55.73,12.26,222.92,49.04
447,2024-06-07,D,SKU013,3,9.29,6.58,27.869999999999997,19.740000000000002
448,2024-01-25,C,SKU013,4,9.29,6.58,37.16,26.32
449,2024-06-13,C,SKU019,4,22.64,13.84,90.56,55.36
450,2024-01-01,A,SKU006,1,59.94,26.67,59.94,26.67
451,2024-05-28,C,SKU017,2,28.35,26.91,56.7,53.82
452,2024-01-21,A,SKU005,4,32.88,17.03,131.52,68.12
453,2024-02-27,C,SKU013,4,9.29,6.58,37.16,26.32
454,2024-05-08,D,SKU006,2,59.94,26.67,119.88,53.34
455,2024-04-19,D,SKU010,2,49.05,29.35,98.1,58.7
456,2024-03-19,B,SKU001,3,52.13,31.49,156.39000000000001,94.47
457,2024-03-20,D,SKU020,3,35.26,29.66,105.78,88.98
458,2024-06-25,B,SKU002,1,43.74,39.32,43.74,39.32
459,2024-02-26,C,SKU007,4,16.43,35.21,65.72,140.84
460,2024-01-25,D,SKU015,2,55.73,12.26,111.46,24.52
461,2024-04-01,B,SKU008,3,20.26,35.81,60.78,107.43
462,2024-06-23,B,SKU019,2,22.64,13.84,45.28,27.68
463,2024-03-24,A,SKU007,4,16.43,35.21,65.72,140.84
464,2024-06-24,A,SKU018,3,15.42,6.14,46.26,18.419999999999998
465,2024-06-19,C,SKU011,2,50.25,16.77,100.5,33.54
466,2024-02-26,C,SKU017,2,28.35,26.91,56.7,53.82
467,2024-06-09,C,SKU017,2,28.35,26.91,56.7,53.82
468,2024-01-12,C,SKU007,1,16.43,35.21,16.43,35.21
469,2024-06-30,A,SKU002,1,43.74,39.32,43.74,39.32
470,2024-05-31,B,SKU005,4,32.88,17.03,131.52,68.12
471,2024-01-03,C,SKU014,1,48.82,10.7,48.82,10.7
472,2024-04-28,C,SKU009,2,50.17,28.58,100.34,57.16
473,2024-01-01,D,SKU002,1,43.74,39.32,43.74,39.32
474,2024-05-09,B,SKU014,1,48.82,10.7,48.82,10.7
475,2024-04-29,B,SKU004,3,9.51,22.82,28.53,68.46000000000001
476,2024-02-03,C,SKU019,3,22.64,13.84,67.92,41.519999999999996
477,2024-05-16,C,SKU016,2,36.37,26.86,72.74,53.72
478,2024-01-10,D,SKU010,4,49.05,29.35,196.2,117.4
479,2024-01-31,A,SKU016,2,36.37,26.86,72.74,53.72
480,2024-02-20,A,SKU018,1,15.42,6.14,15.42,6.14
481,2024-04-30,C,SKU014,4,48.82,10.7,195.28,42.8
482,2024-06-07,C,SKU018,1,15.42,6.14,15.42,6.14
483,2024-06-17,B,SKU010,3,49.05,29.35,147.14999999999998,88.05000000000001
484,2024-01-03,D,SKU008,1,20.26,35.81,20.26,35.81
485,2024-05-10,B,SKU011,4,50.25,16.77,201.0,67.08
486,2024-05-27,C,SKU003,3,35.86,16.0,107.58,48.0
487,2024-02-22,D,SKU016,4,36.37,26.86,145.48,107.44
488,2024-02-05,C,SKU013,3,9.29,6.58,27.869999999999997,19.740000000000002
489,2024-02-17,C,SKU016,3,36.37,26.86,109.10999999999999,80.58
490,2024-02-25,B,SKU009,4,50.17,28.58,200.68,114.32
491,2024-06-30,D,SKU012,1,30.57,19.63,30.57,19.63
492,2024-04-13,B,SKU019,2,22.64,13.84,45.28,27.68
493,2024-05-29,B,SKU019,3,22.64,13.84,67.92,41.519999999999996
494,2024-06-11,A,SKU011,1,50.25,16.77,50.25,16.77
495,2024-02-14,D,SKU010,3,49.05,29.35,147.14999999999998,88.05000000000001
496,2024-04-10,A,SKU012,4,30.57,19.63,122.28,78.52
497,2024-05-11,A,SKU016,4,36.37,26.86,145.48,107.44
498,2024-04-11,C,SKU013,1,9.29,6.58,9.29,6.58
499,2024-06-15,A,SKU019,3,22.64,13.84,67.92,41.519999999999996
500,2024-05-18,A,SKU007,3,16.43,35.21,49.29,105.63
501,2024-01-12,B,SKU008,2,20.26,35.81,40.52,71.62
502,2024-05-07,A,SKU005,1,32.88,17.03,32.88,17.03
503,2024-06-05,D,SKU020,1,35.26,29.66,35.26,29.66
504,2024-06-03,A,SKU012,4,30.57,19.63,122.28,78.52
505,2024-03-02,A,SKU012,1,30.57,19.63,30.57,19.63
506,2024-02-26,A,SKU002,1,43.74,39.32,43.74,39.32
507,2024-03-31,B,SKU019,4,22.64,13.84,90.56,55.36
508,2024-06-22,C,SKU012,1,30.57,19.63,30.57,19.63
509,2024-02-10,B,SKU004,4,9.51,22.82,38.04,91.28
510,2024-06-25,C,SKU012,1,30.57,19.63,30.57,19.63
511,2024-03-09,B,SKU002,4,43.74,39.32,174.96,157.28
512,2024-05-11,B,SKU019,4,22.64,13.84,90.56,55.36
513,2024-01-10,B,SKU006,1,59.94,26.67,59.94,26.67
514,2024-01-10,A,SKU001,3,52.13,31.49,156.39000000000001,94.47
515,2024-04-22,A,SKU005,1,32.88,17.03,32.88,17.03
516,2024-03-11,C,SKU005,3,32.88,17.03,98.64000000000001,51.09
517,2024-01-05,A,SKU017,1,28.35,26.91,28.35,26.91
518,2024-05-24,C,SKU005,1,32.88,17.03,32.88,17.03
519,2024-06-29,C,SKU010,3,49.05,29.35,147.14999999999998,88.05000000000001
520,2024-02-10,B,SKU019,4,22.64,13.84,90.56,55.36
521,2024-02-23,A,SKU016,3,36.37,26.86,109.10999999999999,80.58
522,2024-03-29,B,SKU010,4,49.05,29.35,196.2,117.4
523,2024-01-20,D,SKU006,2,59.94,26.67,119.88,53.34
524,2024-02-29,B,SKU020,2,35.26,29.66,70.52,59.32
525,2024-01-28,D,SKU016,2,36.37,26.86,72.74,53.72
526,2024-01-30,B,SKU011,3,50.25,16.77,150.75,50.31
527,2024-06-03,D,SKU008,2,20.26,35.81,40.52,71.62
528,2024-04-13,B,SKU005,4,32.88,17.03,131.52,68.12
529,2024-04-07,D,SKU001,1,52.13,31.49,52.13,31.49
530,2024-03-07,C,SKU002,3,43.74,39.32,131.22,117.96000000000001
531,2024-06-06,C,SKU001,1,52.13,31.49,52.13,31.49
532,2024-05-29,A,SKU013,2,9.29,6.58,18.58,13.16
533,2024-01-13,D,SKU011,2,50.25,16.77,100.5,33.54
534,2024-01-17,B,SKU019,3,22.64,13.84,67.92,41.519999999999996
535,2024-02-12,D,SKU015,2,55.73,12.26,111.46,24.52
536,2024-06-12,A,SKU010,1,49.05,29.35,49.05,29.35
537,2024-05-11,A,SKU004,2,9.51,22.82,19.02,45.64
538,2024-03-09,A,SKU019,1,22.64,13.84,22.64,13.84
539,2024-03-19,A,SKU010,1,49.05,29.35,49.05,29.35
540,2024-05-12,D,SKU009,3,50.17,28.58,150.51,85.74
541,2024-02-18,C,SKU013,1,9.29,6.58,9.29,6.58
542,2024-02-09,B,SKU001,2,52.13,31.49,104.26,62.98
543,2024-05-26,B,SKU012,2,30.57,19.63,61.14,39.26
544,2024-01-16,B,SKU019,2,22.64,13.84,45.28,27.68
545,2024-06-06,D,SKU013,3,9.29,6.58,27.869999999999997,19.740000000000002
546,2024-01-09,B,SKU009,3,50.17,28.58,150.51,85.74
547,2024-03-31,D,SKU002,1,43.74,39.32,43.74,39.32
548,2024-02-18,D,SKU008,2,20.26,35.81,40.52,71.62
549,2024-03-27,B,SKU013,1,9.29,6.58,9.29,6.58
550,2024-02-09,D,SKU020,2,35.26,29.66,70.52,59.32
551,2024-02-09,D,SKU002,2,43.74,39.32,87.48,78.64
552,2024-04-25,A,SKU009,4,50.17,28.58,200.68,114.32
553,2024-05-03,B,SKU012,3,30.57,19.63,91.71000000000001,58.89
554,2024-04-22,B,SKU004,1,9.51,22.82,9.51,22.82
555,2024-01-06,D,SKU006,1,59.94,26.67,59.94,26.67
556,2024-06-13,B,SKU008,4,20.26,35.81,81.04,143.24
557,2024-06-23,C,SKU007,4,16.43,35.21,65.72,140.84
558,2024-04-22,D,SKU012,4,30.57,19.63,122.28,78.52
559,2024-02-19,D,SKU017,4,28.35,26.91,113.4,107.64
560,2024-04-11,B,SKU019,2,22.64,13.84,45.28,27.68
561,2024-04-14,A,SKU019,3,22.64,13.84,67.92,41.519999999999996
562,2024-02-18,A,SKU017,3,28.35,26.91,85.05000000000001,80.73
563,2024-03-28,C,SKU008,2,20.26,35.81,40.52,71.62
564,2024-01-07,A,SKU009,4,50.17,28.58,200.68,114.32
565,2024-01-24,A,SKU019,3,22.64,13.84,67.92,41.519999999999996
566,2024-04-22,D,SKU019,3,22.64,13.84,67.92,41.519999999999996
567,2024-04-10,C,SKU014,2,48.82,10.7,97.64,21.4
568,2024-01-31,B,SKU013,1,9.29,6.58,9.29,6.58
569,2024-06-21,D,SKU005,4,32.88,17.03,131.52,68.12
570,2024-06-30,B,SKU006,2,59.94,26.67,119.88,53.34
571,2024-06-30,B,SKU001,3,52.13,31.49,156.39000000000001,94.47
572,2024-05-03,B,SKU004,3,9.51,22.82,28.53,68.46000000000001
573,2024-04-11,C,SKU014,4,48.82,10.7,195.28,42.8
574,2024-01-07,D,SKU002,3,43.74,39.32,131.22,117.96000000000001
575,2024-05-16,A,SKU010,1,49.05,29.35,49.05,29.35
576,2024-03-20,C,SKU004,2,9.51,22.82,19.02,45.64
577,2024-02-21,B,SKU010,1,49.05,29.35,49.05,29.35
578,2024-01-18,A,SKU004,3,9.51,22.82,28.53,68.46000000000001
579,2024-02-24,B,SKU018,2,15.42,6.14,30.84,12.28
580,2024-01-01,A,SKU004,3,9.51,22.82,28.53,68.46000000000001
581,2024-03-28,A,SKU019,4,22.64,13.84,90.56,55.36
582,2024-03-12,A,SKU004,4,9.51,22.82,38.04,91.28
583,2024-02-19,D,SKU006,2,59.94,26.67,119.88,53.34
584,2024-06-17,D,SKU008,4,20.26,35.81,81.04,143.24
585,2024-06-04,D,SKU011,4,50.25,16.77,201.0,67.08
586,2024-01-24,B,SKU001,2,52.13,31.49,104.26,62.98
587,2024-05-21,D,SKU014,4,48.82,10.7,195.28,42.8
588,2024-06-29,C,SKU005,4,32.88,17.03,131.52,68.12
589,2024-06-15,D,SKU016,3,36.37,26.86,109.10999999999999,80.58
590,2024-03-22,D,SKU013,1,9.29,6.58,9.29,6.58
591,2024-06-13,B,SKU004,3,9.51,22.82,28.53,68.46000000000001
592,2024-02-25,A,SKU010,3,49.05,29.35,147.14999999999998,88.05000000000001
593,2024-05-02,C,SKU018,4,15.42,6.14,61.68,24.56
594,2024-06-18,A,SKU013,1,9.29,6.58,9.29,6.58
595,2024-02-12,D,SKU002,2,43.74,39.32,87.48,78.64
596,2024-02-27,B,SKU014,1,48.82,10.7,48.82,10.7
597,2024-01-11,A,SKU010,3,49.05,29.35,147.14999999999998,88.05000000000001
598,2024-01-28,D,SKU015,3,55.73,12.26,167.19,36.78
599,2024-04-21,B,SKU020,4,35.26,29.66,141.04,118.64
600,2024-06-15,B,SKU004,3,9.51,22.82,28.53,68.46000000000001
601,2024-03-18,C,SKU007,4,16.43,35.21,65.72,140.84
602,2024-06-16,B,SKU015,4,55.73,12.26,222.92,49.04
603,2024-04-12,D,SKU014,4,48.82,10.7,195.28,42.8
604,2024-05-21,A,SKU017,4,28.35,26.91,113.4,107.64
605,2024-05-18,D,SKU007,1,16.43,35.21,16.43,35.21
606,2024-05-19,B,SKU015,4,55.73,12.26,222.92,49.04
607,2024-02-23,C,SKU019,3,22.64,13.84,67.92,41.519999999999996
608,2024-03-25,A,SKU011,2,50.25,16.77,100.5,33.54
609,2024-01-31,A,SKU015,2,55.73,12.26,111.46,24.52
610,2024-06-03,D,SKU003,2,35.86,16.0,71.72,32.0
611,2024-03-22,B,SKU011,3,50.25,16.77,150.75,50.31
612,2024-03-14,D,SKU005,4,32.88,17.03,131.52,68.12
613,2024-05-16,D,SKU008,4,20.26,35.81,81.04,143.24
614,2024-03-28,B,SKU010,4,49.05,29.35,196.2,117.4
615,2024-05-13,D,SKU005,3,32.88,17.03,98.64000000000001,51.09
616,2024-01-29,A,SKU007,1,16.43,35.21,16.43,35.21
617,2024-05-06,B,SKU013,4,9.29,6.58,37.16,26.32
618,2024-04-06,B,SKU008,1,20.26,35.81,20.26,35.81
619,2024-05-01,A,SKU014,2,48.82,10.7,97.64,21.4
620,2024-05-10,D,SKU006,2,59.94,26.67,119.88,53.34
621,2024-02-24,A,SKU006,1,59.94,26.67,59.94,26.67
622,2024-02-17,C,SKU010,2,49.05,29.35,98.1,58.7
623,2024-05-21,B,SKU010,4,49.05,29.35,196.2,117.4
624,2024-01-25,B,SKU017,4,28.35,26.91,113.4,107.64
625,2024-05-03,C,SKU008,1,20.26,35.81,20.26,35.81
626,2024-01-14,B,SKU002,4,43.74,39.32,174.96,157.28
627,2024-04-03,C,SKU012,4,30.57,19.63,122.28,78.52
628,2024-03-27,A,SKU020,4,35.26,29.66,141.04,118.64
629,2024-02-27,C,SKU004,4,9.51,22.82,38.04,91.28
630,2024-01-20,A,SKU004,4,9.51,22.82,38.04,91.28
631,2024-05-13,C,SKU005,3,32.88,17.03,98.64000000000001,51.09
632,2024-03-17,B,SKU017,4,28.35,26.91,113.4,107.64
633,2024-02-22,B,SKU015,1,55.73,12.26,55.73,12.26
634,2024-04-20,D,SKU005,1,32.88,17.03,32.88,17.03
635,2024-03-22,C,SKU009,4,50.17,28.58,200.68,114.32
636,2024-01-11,D,SKU006,1,59.94,26.67,59.94,26.67
637,2024-01-07,A,SKU005,3,32.88,17.03,98.64000000000001,51.09
638,2024-05-23,D,SKU018,4,15.42,6.14,61.68,24.56
639,2024-04-05,D,SKU014,2,48.82,10.7,97.64,21.4
640,2024-01-18,B,SKU020,4,35.26,29.66,141.04,118.64
641,2024-04-13,C,SKU002,4,43.74,39.32,174.96,157.28
642,2024-01-22,C,SKU012,2,30.57,19.63,61.14,39.26
643,2024-03-06,A,SKU011,3,50.25,16.77,150.75,50.31
644,2024-04-29,A,SKU015,4,55.73,12.26,222.92,49.04
645,2024-06-20,A,SKU014,4,48.82,10.7,195.28,42.8
646,2024-06-20,B,SKU006,1,59.94,26.67,59.94,26.67
647,2024-06-26,D,SKU001,4,52.13,31.49,208.52,125.96
648,2024-01-22,A,SKU002,1,43.74,39.32,43.74,39.32
649,2024-03-05,A,SKU013,1,9.29,6.58,9.29,6.58
650,2024-05-07,B,SKU007,4,16.43,35.21,65.72,140.84
651,2024-01-31,B,SKU007,3,16.43,35.21,49.29,105.63
652,2024-03-26,A,SKU007,2,16.43,35.21,32.86,70.42
653,2024-01-16,B,SKU015,2,55.73,12.26,111.46,24.52
654,2024-02-06,D,SKU007,1,16.43,35.21,16.43,35.21
655,2024-02-10,A,SKU018,4,15.42,6.14,61.68,24.56
656,2024-04-13,D,SKU013,4,9.29,6.58,37.16,26.32
657,2024-04-13,C,SKU007,2,16.43,35.21,32.86,70.42
658,2024-03-19,A,SKU004,2,9.51,22.82,19.02,45.64
659,2024-01-21,B,SKU003,4,35.86,16.0,143.44,64.0
660,2024-03-10,B,SKU008,4,20.26,35.81,81.04,143.24
661,2024-02-22,A,SKU019,2,22.64,13.84,45.28,27.68
662,2024-06-06,A,SKU012,4,30.57,19.63,122.28,78.52
663,2024-04-28,B,SKU004,2,9.51,22.82,19.02,45.64
664,2024-04-11,C,SKU020,2,35.26,29.66,70.52,59.32
665,2024-05-14,B,SKU004,3,9.51,22.82,28.53,68.46000000000001
666,2024-05-27,D,SKU012,2,30.57,19.63,61.14,39.26
667,2024-04-08,B,SKU002,2,43.74,39.32,87.48,78.64
668,2024-01-08,D,SKU014,3,48.82,10.7,146.46,32.099999999999994
669,2024-03-21,D,SKU011,4,50.25,16.77,201.0,67.08
670,2024-06-20,A,SKU010,1,49.05,29.35,49.05,29.35
671,2024-03-07,C,SKU001,3,52.13,31.49,156.39000000000001,94.47
672,2024-02-11,D,SKU016,4,36.37,26.86,145.48,107.44
673,2024-05-18,A,SKU012,1,30.57,19.63,30.57,19.63
674,2024-04-03,B,SKU001,4,52.13,31.49,208.52,125.96
675,2024-01-06,B,SKU017,4,28.35,26.91,113.4,107.64
676,2024-01-13,A,SKU009,1,50.17,28.58,50.17,28.58
677,2024-03-27,A,SKU010,4,49.05,29.35,196.2,117.4
678,2024-02-08,B,SKU005,4,32.88,17.03,131.52,68.12
679,2024-02-16,B,SKU016,1,36.37,26.86,36.37,26.86
680,2024-03-28,C,SKU008,2,20.26,35.81,40.52,71.62
681,2024-03-02,C,SKU013,2,9.29,6.58,18.58,13.16
682,2024-05-16,B,SKU006,2,59.94,26.67,119.88,53.34
683,2024-06-02,A,SKU016,3,36.37,26.86,109.10999999999999,80.58
684,2024-05-20,C,SKU015,1,55.73,12.26,55.73,12.26
685,2024-03-01,B,SKU020,2,35.26,29.66,70.52,59.32
686,2024-03-26,A,SKU013,4,9.29,6.58,37.16,26.32
687,2024-03-11,B,SKU001,4,52.13,31.49,208.52,125.96
688,2024-02-15,C,SKU014,3,48.82,10.7,146.46,32.099999999999994
689,2024-03-05,D,SKU012,1,30.57,19.63,30.57,19.63
690,2024-04-20,B,SKU009,3,50.17,28.58,150.51,85.74
691,2024-05-10,A,SKU008,2,20.26,35.81,40.52,71.62
692,2024-03-08,D,SKU004,3,9.51,22.82,28.53,68.46000000000001
693,2024-03-22,C,SKU009,3,50.17,28.58,150.51,85.74
694,2024-01-30,C,SKU005,2,32.88,17.03,65.76,34.06
695,2024-02-27,C,SKU011,4,50.25,16.77,201.0,67.08
696,2024-05-18,A,SKU011,4,50.25,16.77,201.0,67.08
697,2024-06-17,A,SKU015,4,55.73,12.26,222.92,49.04
698,2024-05-23,D,SKU005,1,32.88,17.03,32.88,17.03
699,2024-01-05,A,SKU013,1,9.29,6.58,9.29,6.58
700,2024-01-31,A,SKU009,3,50.17,28.58,150.51,85.74
701,2024-01-27,C,SKU020,4,35.26,29.66,141.04,118.64
702,2024-01-08,C,SKU019,2,22.64,13.84,45.28,27.68
703,2024-06-15,D,SKU014,1,48.82,10.7,48.82,10.7
704,2024-05-14,B,SKU007,2,16.43,35.21,32.86,70.42
705,2024-03-21,B,SKU019,2,22.64,13.84,45.28,27.68
706,2024-05-26,C,SKU003,3,35.86,16.0,107.58,48.0
707,2024-05-14,B,SKU014,1,48.82,10.7,48.82,10.7
708,2024-01-14,A,SKU020,3,35.26,29.66,105.78,88.98
709,2024-05-06,B,SKU016,3,36.37,26.86,109.10999999999999,80.58
710,2024-03-12,B,SKU017,2,28.35,26.91,56.7,53.82
711,2024-05-29,C,SKU014,2,48.82,10.7,97.64,21.4
712,2024-05-06,A,SKU003,3,35.86,16.0,107.58,48.0
713,2024-02-12,A,SKU011,4,50.25,16.77,201.0,67.08
714,2024-03-01,B,SKU018,2,15.42,6.14,30.84,12.28
715,2024-03-14,A,SKU019,4,22.64,13.84,90.56,55.36
716,2024-05-23,B,SKU012,4,30.57,19.63,122.28,78.52
717,2024-06-28,D,SKU017,3,28.35,26.91,85.05000000000001,80.73
718,2024-01-08,B,SKU004,4,9.51,22.82,38.04,91.28
719,2024-03-14,D,SKU014,1,48.82,10.7,48.82,10.7
720,2024-04-12,B,SKU015,1,55.73,12.26,55.73,12.26
721,2024-05-22,A,SKU015,2,55.73,12.26,111.46,24.52
722,2024-02-09,B,SKU009,1,50.17,28.58,50.17,28.58
723,2024-04-06,B,SKU016,4,36.37,26.86,145.48,107.44
724,2024-05-09,D,SKU019,2,22.64,13.84,45.28,27.68
725,2024-04-04,A,SKU015,1,55.73,12.26,55.73,12.26
726,2024-01-03,B,SKU020,3,35.26,29.66,105.78,88.98
727,2024-01-12,C,SKU013,2,9.29,6.58,18.58,13.16
728,2024-05-08,C,SKU002,4,43.74,39.32,174.96,157.28
729,2024-03-25,B,SKU003,2,35.86,16.0,71.72,32.0
730,2024-03-24,C,SKU018,4,15.42,6.14,61.68,24.56
731,2024-03-21,B,SKU014,3,48.82,10.7,146.46,32.099999999999994
732,2024-05-06,C,SKU001,1,52.13,31.49,52.13,31.49
733,2024-04-07,B,SKU011,2,50.25,16.77,100.5,33.54
734,2024-01-21,D,SKU018,1,15.42,6.14,15.42,6.14
735,2024-01-05,C,SKU014,2,48.82,10.7,97.64,21.4
736,2024-05-31,D,SKU010,4,49.05,29.35,196.2,117.4
737,2024-01-08,A,SKU009,2,50.17,28.58,100.34,57.16
738,2024-04-29,A,SKU002,2,43.74,39.32,87.48,78.64
739,2024-01-18,A,SKU009,1,50.17,28.58,50.17,28.58
740,2024-01-07,B,SKU009,3,50.17,28.58,150.51,85.74
741,2024-01-07,A,SKU019,1,22.64,13.84,22.64,13.84
742,2024-06-07,D,SKU007,2,16.43,35.21,32.86,70.42
743,2024-01-27,D,SKU002,4,43.74,39.32,174.96,157.28
744,2024-01-31,A,SKU014,3,48.82,10.7,146.46,32.099999999999994
745,2024-04-11,A,SKU019,2,22.64,13.84,45.28,27.68
746,2024-03-10,C,SKU015,1,55.73,12.26,55.73,12.26
747,2024-01-07,A,SKU019,1,22.64,13.84,22.64,13.84
748,2024-03-04,B,SKU008,4,20.26,35.81,81.04,143.24
749,2024-03-17,A,SKU003,4,35.86,16.0,143.44,64.0
750,2024-05-20,C,SKU015,2,55.73,12.26,111.46,24.52
751,2024-01-29,B,SKU015,2,55.73,12.26,111.46,24.52
752,2024-05-17,D,SKU001,3,52.13,31.49,156.39000000000001,94.47
753,2024-03-14,B,SKU011,4,50.25,16.77,201.0,67.08
754,2024-01-16,C,SKU005,2,32.88,17.03,65.76,34.06
755,2024-04-20,C,SKU005,3,32.88,17.03,98.64000000000001,51.09
756,2024-06-04,A,SKU003,1,35.86,16.0,35.86,16.0
757,2024-03-31,C,SKU011,3,50.25,16.77,150.75,50.31
758,2024-01-30,C,SKU004,2,9.51,22.82,19.02,45.64
759,2024-05-08,B,SKU001,4,52.13,31.49,208.52,125.96
760,2024-05-10,C,SKU006,2,59.94,26.67,119.88,53.34
761,2024-01-01,C,SKU003,4,35.86,16.0,143.44,64.0
762,2024-01-23,A,SKU004,1,9.51,22.82,9.51,22.82
763,2024-01-28,B,SKU014,3,48.82,10.7,146.46,32.099999999999994
764,2024-03-15,C,SKU011,3,50.25,16.77,150.75,50.31
765,2024-05-04,D,SKU010,3,49.05,29.35,147.14999999999998,88.05000000000001
766,2024-01-20,A,SKU020,2,35.26,29.66,70.52,59.32
767,2024-05-23,C,SKU014,3,48.82,10.7,146.46,32.099999999999994
768,2024-05-01,B,SKU019,4,22.64,13.84,90.56,55.36
769,2024-01-31,C,SKU004,3,9.51,22.82,28.53,68.46000000000001
770,2024-03-13,B,SKU016,4,36.37,26.86,145.48,107.44
771,2024-01-23,B,SKU008,1,20.26,35.81,20.26,35.81
772,2024-04-12,A,SKU017,4,28.35,26.91,113.4,107.64
773,2024-05-26,A,SKU015,1,55.73,12.26,55.73,12.26
774,2024-06-30,C,SKU003,3,35.86,16.0,107.58,48.0
775,2024-05-23,B,SKU011,3,50.25,16.77,150.75,50.31
776,2024-05-30,C,SKU002,3,43.74,39.32,131.22,117.96000000000001
777,2024-01-03,D,SKU006,3,59.94,26.67,179.82,80.01
778,2024-02-06,C,SKU014,2,48.82,10.7,97.64,21.4
779,2024-04-13,A,SKU013,3,9.29,6.58,27.869999999999997,19.740000000000002
780,2024-03-19,C,SKU009,1,50.17,28.58,50.17,28.58
781,2024-06-23,C,SKU018,1,15.42,6.14,15.42,6.14
782,2024-04-13,C,SKU004,4,9.51,22.82,38.04,91.28
783,2024-02-27,D,SKU001,1,52.13,31.49,52.13,31.49
784,2024-03-02,C,SKU002,3,43.74,39.32,131.22,117.96000000000001
785,2024-06-09,C,SKU017,1,28.35,26.91,28.35,26.91
786,2024-01-12,D,SKU007,2,16.43,35.21,32.86,70.42
787,2024-01-09,A,SKU003,1,35.86,16.0,35.86,16.0
788,2024-03-04,C,SKU009,3,50.17,28.58,150.51,85.74
789,2024-01-29,C,SKU005,4,32.88,17.03,131.52,68.12
790,2024-02-20,C,SKU001,4,52.13,31.49,208.52,125.96
791,2024-04-30,C,SKU006,4,59.94,26.67,239.76,106.68
792,2024-02-06,D,SKU009,1,50.17,28.58,50.17,28.58
793,2024-04-21,D,SKU016,2,36.37,26.86,72.74,53.72
794,2024-01-30,B,SKU004,1,9.51,22.82,9.51,22.82
795,2024-04-24,D,SKU010,3,49.05,29.35,147.14999999999998,88.05000000000001
796,2024-01-20,D,SKU018,2,15.42,6.14,30.84,12.28
797,2024-05-19,C,SKU012,2,30.57,19.63,61.14,39.26
798,2024-06-02,C,SKU015,1,55.73,12.26,55.73,12.26
799,2024-05-26,A,SKU014,1,48.82,10.7,48.82,10.7
800,2024-03-23,B,SKU005,4,32.88,17.03,131.52,68.12
801,2024-05-21,A,SKU003,3,35.86,16.0,107.58,48.0
802,2024-05-12,B,SKU003,4,35.86,16.0,143.44,64.0
